Country,Indicator,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Algeria,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,General government primary net lending/borrowing,National currency,561.105,292.131,147.735,524.422,506.7,969.903,1219.24,537.389,968.438,-675.594,-144.959,-130.84,-668.864,-99.506,-1337.88,-2577.59,-2296.9,-1421.21,-1294.17,-1850.7,-2026.84,-1444.9,-401.121,-2233.96
Algeria,General government primary net lending/borrowing,Percent of GDP,13.607,6.911,3.266,9.985,8.24,12.826,14.341,5.746,8.769,-6.778,-1.209,-0.897,-4.126,-0.598,-7.765,-15.423,-13.114,-7.651,-6.346,-9.028,-10.97,-6.544,-1.449,-7.343
Algeria,General government net debt,National currency,2591.58,2046.07,2043.6,1605.43,1443.46,146.981,-921.632,-1952.33,-3919.52,-3951.28,-4041.68,-4535.21,-4706.29,-4997.48,-3756.28,-1275.29,2331.75,4008.73,5245.9,6257.39,8098.51,11422.16,11406.81,14881.74
Algeria,General government net debt,Percent of GDP,62.849,48.404,45.184,30.566,23.474,1.944,-10.841,-20.874,-35.491,-39.64,-33.704,-31.086,-29.034,-30.019,-21.803,-7.631,13.313,21.58,25.723,30.524,43.83,51.732,41.196,48.918
Algeria,General government gross debt,National currency,2390.0,2293.94,2319.13,2173.87,2165.15,1989.67,2009.41,1263.2,889.728,974.348,1258.11,1350.11,1511.65,1180.92,1319.42,1459.57,3579.68,5060.39,7824.26,9439.6,9609.71,13870.64,15400.85,16768.23
Algeria,General government gross debt,Percent of GDP,57.96,54.267,51.276,41.389,35.211,26.311,23.636,13.506,8.056,9.775,10.492,9.254,9.326,7.094,7.658,8.733,20.438,27.242,38.366,46.046,52.009,62.822,55.621,55.119
Algeria,"Gross domestic product corresponding to fiscal year, current prices",National currency,4123.5,4227.1,4522.8,5252.3,6149.1,7562.0,8501.64,9352.89,11043.7,9968.03,11991.56,14589.0,16209.6,16647.9,17228.6,16712.69,17514.6,18575.7,20393.5,20500.2,18476.9,22079.3,27688.8,30421.88
Algeria,Current account balance,U.S. dollars,9.142,7.06,4.359,8.808,11.116,21.183,28.95,30.6,34.449,0.411,12.157,19.802,12.29,0.835,-9.436,-27.29,-26.473,-22.331,-16.884,-16.911,-18.681,-4.512,19.064,6.533
Algeria,Current account balance,Percent of GDP,16.699,12.896,7.68,12.979,13.027,20.526,24.738,22.671,20.146,0.299,7.541,9.9,5.879,0.398,-4.413,-16.442,-16.542,-13.332,-9.655,-9.851,-12.826,-2.766,9.773,2.915
Andorra,"Gross domestic product, constant prices",National currency,1.992,2.153,2.251,2.447,2.646,2.789,2.923,2.968,2.803,2.655,2.602,2.602,2.473,2.385,2.445,2.48,2.572,2.581,2.622,2.674,2.375,2.572,2.799,2.856
Andorra,"Gross domestic product, constant prices",Percent change,,8.119,4.546,8.694,8.136,5.398,4.809,1.553,-5.559,-5.303,-1.975,-0.008,-4.974,-3.548,2.504,1.434,3.71,0.346,1.589,2.016,-11.184,8.287,8.811,2.05
Andorra,"Gross domestic product, current prices",National currency,1.551,1.729,1.866,2.092,2.332,2.541,2.755,2.888,2.789,2.645,2.602,2.607,2.482,2.405,2.463,2.515,2.617,2.656,2.725,2.818,2.531,2.811,3.188,3.392
Andorra,"Gross domestic product, current prices",U.S. dollars,1.429,1.547,1.758,2.362,2.896,3.158,3.456,3.952,4.082,3.675,3.446,3.625,3.189,3.193,3.267,2.789,2.895,2.993,3.217,3.155,2.885,3.325,3.352,3.692
Andorra,"Gross domestic product, current prices",Purchasing power parity; international dollars,2.221,2.456,2.607,2.89,3.209,3.488,3.769,3.931,3.783,3.606,3.577,3.651,3.571,3.563,3.718,3.784,4.072,4.215,4.385,4.553,4.097,4.636,5.397,5.711
Andorra,"Gross domestic product, deflator",Index,77.879,80.278,82.879,85.512,88.114,91.107,94.256,97.283,99.496,99.627,100.0,100.197,100.372,100.822,100.737,101.403,101.755,102.912,103.954,105.383,106.557,109.283,113.887,118.767
Andorra,"Gross domestic product per capita, constant prices",National currency,,,,,,,,,,,37022.48,37294.33,35446.26,34087.13,34641.77,34569.37,35178.44,34503.04,34414.85,34490.03,30447.35,32340.35,34304.43,34126.77
Andorra,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,,,,,,,,,,60467.09,60911.09,57892.72,55672.92,56578.79,56460.54,57455.31,56352.2,56208.17,56330.95,49728.24,52819.99,56027.83,55737.67
Andorra,"Gross domestic product per capita, current prices",National currency,,,,,,,,,,,37022.48,37367.71,35578.0,34367.26,34897.12,35054.23,35795.91,35507.66,35775.5,36346.54,32443.63,35342.55,39068.25,40531.47
Andorra,"Gross domestic product per capita, current prices",U.S. dollars,,,,,,,,,,,49030.23,51957.31,45713.97,45630.2,46299.28,38877.49,39595.32,40017.74,42229.9,40688.49,36973.85,41806.88,41084.87,44107.32
Andorra,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,,,,,,,,,,50887.54,52326.28,51193.13,50929.55,52686.15,52747.89,55695.33,56352.2,57559.54,58719.9,52513.66,58284.09,66154.53,68232.15
Andorra,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003
Andorra,Implied PPP conversion rate,National currency per current international dollar,0.698,0.704,0.716,0.724,0.727,0.728,0.731,0.735,0.737,0.734,0.728,0.714,0.695,0.675,0.662,0.665,0.643,0.63,0.622,0.619,0.618,0.606,0.591,0.594
Andorra,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,"Inflation, average consumer prices",Index,,72.611,74.882,77.17,79.413,82.213,85.241,87.508,91.312,90.201,91.74,94.081,95.461,95.914,95.822,94.737,94.337,96.777,97.741,98.259,98.35,99.999,106.202,111.76
Andorra,"Inflation, average consumer prices",Percent change,,,3.127,3.056,2.906,3.527,3.682,2.659,4.347,-1.217,1.706,2.552,1.467,0.475,-0.096,-1.132,-0.422,2.586,0.996,0.53,0.092,1.677,6.203,5.234
Andorra,"Inflation, end of period consumer prices",Index,,73.73,75.99,78.09,80.68,83.32,85.83,89.33,90.12,91.02,92.57,94.57,95.57,95.74,94.91,94.41,95.3,97.56,98.05,98.98,98.44,101.67,108.94,113.733
Andorra,"Inflation, end of period consumer prices",Percent change,,,3.065,2.764,3.317,3.272,3.012,4.078,0.884,0.999,1.703,2.161,1.057,0.178,-0.867,-0.527,0.943,2.371,0.502,0.948,-0.546,3.281,7.151,4.4
Andorra,Volume of imports of goods and services,Percent change,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,Volume of Imports of goods,Percent change,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,Volume of exports of goods,Percent change,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,Unemployment rate,Percent of total labor force,,,,,,,,,,,3.225,3.975,6.175,6.325,5.8,3.575,3.025,1.725,1.525,1.775,2.85,2.875,2.05,1.9
Andorra,Employment,Persons,,,,,,,,,,,0.043,0.042,0.04,0.04,0.04,0.041,0.042,0.043,0.045,0.045,0.045,0.047,0.049,0.05
Andorra,Population,Persons,,,,,,,,,,,0.07,0.07,0.07,0.07,0.071,0.072,0.073,0.075,0.076,0.078,0.078,0.08,0.082,0.084
Andorra,General government revenue,National currency,,0.473,0.485,0.544,0.596,0.592,0.654,0.715,0.733,0.698,0.742,0.769,0.801,0.849,0.833,0.88,1.011,1.014,1.052,1.075,1.045,1.065,1.275,1.33
Andorra,General government revenue,Percent of GDP,,27.362,25.977,25.98,25.545,23.305,23.753,24.774,26.269,26.406,28.501,29.514,32.282,35.323,33.805,34.982,38.636,38.19,38.601,38.15,41.27,37.877,40.015,39.215
Andorra,General government total expenditure,National currency,,0.462,0.466,0.507,0.552,0.594,0.694,0.797,0.822,0.791,0.751,0.759,0.842,0.769,0.78,0.838,0.905,0.926,0.979,1.01,1.072,1.098,1.12,1.219
Andorra,General government total expenditure,Percent of GDP,,26.704,25.0,24.216,23.69,23.387,25.189,27.602,29.461,29.916,28.85,29.109,33.935,31.962,31.662,33.329,34.568,34.852,35.93,35.844,42.336,39.044,35.138,35.932
Andorra,General government net lending/borrowing,National currency,,0.011,0.018,0.037,0.043,-0.002,-0.04,-0.082,-0.089,-0.093,-0.009,0.011,-0.041,0.081,0.053,0.042,0.106,0.089,0.073,0.065,-0.027,-0.033,0.155,0.111
Andorra,General government net lending/borrowing,Percent of GDP,,0.658,0.978,1.764,1.855,-0.081,-1.436,-2.828,-3.192,-3.51,-0.349,0.405,-1.653,3.36,2.143,1.654,4.068,3.338,2.671,2.306,-1.066,-1.166,4.877,3.283
Andorra,General government structural balance,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,General government primary net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,General government primary net lending/borrowing,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,General government net debt,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,General government gross debt,National currency,,0.273,0.285,0.317,0.352,0.375,0.473,0.603,0.774,0.886,0.911,0.951,1.031,1.023,1.035,1.03,1.041,1.005,0.99,0.997,1.173,1.367,1.255,1.28
Andorra,General government gross debt,Percent of GDP,,15.774,15.266,15.163,15.105,14.76,17.165,20.872,27.749,33.512,35.02,36.493,41.532,42.533,42.025,40.955,39.773,37.854,36.344,35.365,46.353,48.614,39.369,37.742
Andorra,"Gross domestic product corresponding to fiscal year, current prices",National currency,1.551,1.729,1.866,2.092,2.332,2.541,2.755,2.888,2.789,2.645,2.602,2.607,2.482,2.405,2.463,2.515,2.617,2.656,2.725,2.818,2.531,2.811,3.188,3.392
Andorra,Current account balance,U.S. dollars,,,,,,,,,,,,,,,,,,,,0.568,0.422,0.534,0.571,0.659
Andorra,Current account balance,Percent of GDP,,,,,,,,,,,,,,,,,,,,18.01,14.634,16.075,17.045,17.857
Angola,"Gross domestic product, constant prices",National currency,561.76,585.388,665.385,685.279,760.338,874.608,975.606,1112.29,1236.49,1247.1,1307.7,1353.11,1468.69,1541.46,1615.8,1631.04,1588.96,1586.58,1565.69,1554.7,1467.04,1484.63,1529.85,1549.05
Angola,"Gross domestic product, constant prices",Percent change,3.055,4.206,13.666,2.99,10.953,15.029,11.548,14.01,11.166,0.859,4.859,3.472,8.542,4.955,4.823,0.944,-2.58,-0.15,-1.316,-0.702,-5.638,1.199,3.046,1.255
Angola,"Gross domestic product, current prices",National currency,112.118,241.088,665.385,1328.94,1967.57,3222.35,4209.76,5006.34,6643.35,5577.34,7701.65,10500.94,12224.95,13195.0,14323.86,13950.29,16549.57,20245.35,25627.71,30833.45,33040.99,47270.41,56777.56,64148.69
Angola,"Gross domestic product, current prices",U.S. dollars,11.166,10.93,15.286,17.813,23.552,36.971,52.381,65.266,88.539,70.307,83.799,111.79,128.053,136.71,145.712,116.194,101.124,122.022,101.353,84.516,57.139,74.861,122.781,93.796
Angola,"Gross domestic product, current prices",Purchasing power parity; international dollars,53.636,57.151,65.974,69.288,78.94,93.652,107.69,126.095,142.863,145.013,153.887,162.539,186.124,199.866,220.365,204.604,204.875,217.805,220.106,222.48,212.676,224.894,247.977,260.323
Angola,"Gross domestic product, deflator",Index,19.958,41.184,100.0,193.927,258.776,368.434,431.502,450.093,537.276,447.224,588.945,776.062,832.371,856.008,886.489,855.299,1041.53,1276.04,1636.83,1983.24,2252.22,3183.98,3711.32,4141.17
Angola,"Gross domestic product per capita, constant prices",National currency,34266.09,34553.32,37986.99,37809.87,40505.72,44964.8,48387.51,53194.93,57003.26,55407.93,55970.41,55777.24,58308.46,58953.53,59561.22,57987.04,54500.93,52520.67,50064.48,48053.36,43885.94,43028.12,42839.24,42113.46
Angola,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,4704.04,4743.47,5214.85,5190.53,5560.62,6172.76,6642.63,7302.59,7825.4,7606.39,7683.61,7657.09,8004.57,8093.13,8176.55,7960.45,7481.88,7210.03,6872.84,6596.76,6024.65,5906.89,5880.96,5781.33
Angola,"Gross domestic product per capita, current prices",National currency,6838.91,14230.53,37986.99,73323.49,104819.05,165665.46,208793.33,239426.62,306264.96,247797.3,329634.93,432865.9,485342.55,504646.9,528003.58,495962.36,567645.67,670184.33,819469.65,953014.83,988408.09,1370006.89,1589899.89,1743988.4
Angola,"Gross domestic product per capita, current prices",U.S. dollars,681.129,645.145,872.658,982.806,1254.7,1900.72,2597.96,3121.35,4081.72,3123.7,3586.66,4608.16,5083.83,5228.51,5371.22,4130.93,3468.52,4039.3,3240.86,2612.25,1709.28,2169.65,3438.15,2550.0
Angola,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,3271.69,3373.44,3766.47,3822.9,4205.41,4814.76,5341.14,6030.47,6586.13,6442.83,6586.47,6700.11,7389.32,7643.92,8123.05,7274.09,7027.15,7210.03,7038.08,6876.52,6362.11,6517.95,6943.91,7077.3
Angola,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Angola,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.106,0.108,0.119,0.118,0.124,0.137,0.145,0.157,0.169,0.171,0.171,0.17,0.185,0.189,0.201,0.183,0.176,0.178,0.169,0.164,0.159,0.152,0.151,0.149
Angola,Implied PPP conversion rate,National currency per current international dollar,2.09,4.218,10.086,19.18,24.925,34.408,39.092,39.703,46.502,38.461,50.047,64.606,65.682,66.019,65.001,68.182,80.779,92.952,116.434,138.59,155.359,210.19,228.963,246.42
Angola,Total investment,Percent of GDP,30.88,30.88,30.493,30.451,30.894,27.557,23.301,25.731,30.804,42.821,28.197,26.424,26.668,26.143,27.5,34.202,27.215,24.151,21.355,20.967,25.416,24.908,24.134,24.449
Angola,Gross national savings,Percent of GDP,38.005,17.787,26.171,26.2,33.747,41.322,43.622,40.336,37.776,26.529,34.689,38.073,37.416,32.143,26.873,28.374,24.347,23.517,28.659,27.045,26.942,36.128,33.714,27.522
Angola,"Inflation, average consumer prices",Index,2.707,6.838,14.284,28.313,40.637,49.968,56.616,63.551,71.472,81.278,93.047,105.594,116.454,126.681,135.927,148.377,193.92,251.795,301.218,352.664,431.227,542.334,658.179,744.72
Angola,"Inflation, average consumer prices",Percent change,325.029,152.586,108.893,98.219,43.525,22.961,13.305,12.249,12.465,13.721,14.48,13.484,10.285,8.782,7.298,9.159,30.694,29.844,19.629,17.079,22.277,25.765,21.36,13.148
Angola,"Inflation, end of period consumer prices",Index,4.401,9.508,19.548,34.514,45.217,53.596,60.139,67.221,76.074,86.714,100.0,111.376,121.447,130.782,140.588,157.587,222.395,275.028,326.194,381.299,477.015,606.027,689.949,808.488
Angola,"Inflation, end of period consumer prices",Percent change,268.35,116.068,105.59,76.56,31.013,18.53,12.207,11.776,13.17,13.987,15.322,11.376,9.042,7.687,7.498,12.091,41.125,23.667,18.604,16.893,25.103,27.046,13.848,17.181
Angola,Volume of imports of goods and services,Percent change,3.965,13.854,-6.072,13.358,9.402,36.983,1.881,48.06,46.135,6.621,-21.246,10.894,7.342,8.327,10.434,-19.254,-30.495,5.73,-11.205,-11.388,-32.735,8.503,42.085,-13.879
Angola,Volume of Imports of goods,Percent change,1.023,2.037,5.055,32.941,-3.648,37.782,-0.465,42.697,36.913,18.704,-31.595,8.601,20.533,12.121,10.08,-17.567,-35.178,6.478,5.865,-8.01,-33.099,7.778,37.234,-17.463
Angola,Volume of exports of goods and services,Percent change,1.624,-2.578,23.562,-1.931,13.537,28.148,14.255,17.501,10.105,-2.64,-3.266,-5.404,3.838,0.064,-2.115,6.721,-1.971,-1.252,-10.725,-5.927,-7.342,-8.558,3.27,-2.961
Angola,Volume of exports of goods,Percent change,1.624,-2.578,23.562,-1.578,13.226,30.262,9.97,22.12,10.307,-3.61,-3.425,-4.837,3.829,-0.752,-2.985,5.75,-0.816,-1.509,-9.585,-5.705,-6.428,-8.521,3.388,-3.104
Angola,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,
Angola,Employment,Persons,,,,,,,,,,,,,,,,,,,,,,,,
Angola,Population,Persons,16.394,16.942,17.516,18.124,18.771,19.451,20.162,20.91,21.692,22.508,23.364,24.259,25.188,26.147,27.128,28.128,29.155,30.209,31.274,32.354,33.428,34.504,35.711,36.783
Angola,General government revenue,National currency,48.051,90.32,190.836,394.898,609.686,1085.84,1685.03,2124.71,3217.43,2069.73,3295.49,4776.15,5053.8,4848.61,4402.64,3366.74,2899.97,3546.27,5859.96,6530.16,7052.76,11017.32,13183.0,14216.18
Angola,General government revenue,Percent of GDP,42.858,37.463,28.681,29.715,30.987,33.697,40.027,42.44,48.431,37.11,42.789,45.483,41.34,36.746,30.736,24.134,17.523,17.516,22.866,21.179,21.345,23.307,23.219,22.161
Angola,General government total expenditure,National currency,45.484,82.661,207.753,457.154,586.399,854.785,1288.35,1908.84,3498.79,2510.2,3034.03,3927.55,4548.77,4888.69,5222.02,3773.71,3648.04,4879.69,5273.87,6290.94,7690.86,9206.66,12799.59,15462.66
Angola,General government total expenditure,Percent of GDP,40.568,34.287,31.223,34.4,29.803,26.527,30.604,38.129,52.666,45.007,39.394,37.402,37.209,37.05,36.457,27.051,22.043,24.103,20.579,20.403,23.277,19.477,22.543,24.104
Angola,General government net lending/borrowing,National currency,2.567,7.658,-16.917,-62.256,23.287,231.059,396.677,215.87,-281.356,-440.464,261.463,848.602,505.037,-40.085,-819.375,-406.964,-748.074,-1333.42,586.09,239.217,-638.098,1810.66,383.403,-1246.48
Angola,General government net lending/borrowing,Percent of GDP,2.289,3.176,-2.542,-4.685,1.184,7.17,9.423,4.312,-4.235,-7.897,3.395,8.081,4.131,-0.304,-5.72,-2.917,-4.52,-6.586,2.287,0.776,-1.931,3.83,0.675,-1.943
Angola,General government structural balance,National currency,69.49,93.01,-49.549,-87.143,11.709,85.182,143.931,-70.875,-364.195,-401.386,-75.071,-86.418,-473.552,-735.368,-1203.4,-212.113,-528.077,-1063.4,895.251,669.021,532.704,1810.64,197.877,-825.529
Angola,General government structural balance,Percent of potential GDP,,,-9.734,-7.196,0.612,3.248,4.312,-1.741,-7.53,-7.084,-1.137,-1.123,-5.268,-6.952,-9.571,-1.403,-2.874,-4.73,3.246,1.981,1.295,3.639,0.332,-1.169
Angola,General government primary net lending/borrowing,National currency,7.54,17.478,-1.385,-43.252,61.076,279.643,450.016,269.528,-158.7,-337.328,350.999,943.251,610.322,59.02,-669.879,-158.494,-277.674,-599.942,1800.0,1959.87,1661.67,4255.15,2660.58,2169.92
Angola,General government primary net lending/borrowing,Percent of GDP,6.725,7.25,-0.208,-3.255,3.104,8.678,10.69,5.384,-2.389,-6.048,4.557,8.983,4.992,0.447,-4.677,-1.136,-1.678,-2.963,7.024,6.356,5.029,9.002,4.686,3.383
Angola,General government net debt,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Angola,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Angola,General government gross debt,National currency,150.141,273.646,490.63,770.358,938.867,1078.33,788.437,1053.51,2084.57,3140.17,2862.15,3103.84,3262.91,4374.03,5702.31,7964.65,12521.84,14034.66,23832.49,35012.67,45892.99,41020.69,37844.2,54445.1
Angola,General government gross debt,Percent of GDP,133.914,113.505,73.736,57.968,47.717,33.464,18.729,21.043,31.378,56.302,37.163,29.558,26.691,33.149,39.81,57.093,75.663,69.323,92.995,113.554,138.897,86.779,66.653,84.873
Angola,"Gross domestic product corresponding to fiscal year, current prices",National currency,112.118,241.088,665.385,1328.94,1967.57,3222.35,4209.76,5006.34,6643.35,5577.34,7701.65,10500.94,12224.95,13195.0,14323.86,13950.29,16549.57,20245.35,25627.71,30833.45,33040.99,47270.41,56777.56,64148.69
Angola,Current account balance,U.S. dollars,0.796,-1.431,-0.15,-0.72,0.681,5.138,10.69,10.581,7.194,-7.572,7.506,13.085,13.853,8.348,-3.748,-10.273,-3.085,-0.633,7.403,5.137,0.872,8.399,11.763,2.882
Angola,Current account balance,Percent of GDP,7.125,-13.092,-0.982,-4.04,2.892,13.897,20.408,16.212,8.126,-10.769,8.957,11.705,10.818,6.107,-2.572,-8.841,-3.051,-0.519,7.304,6.079,1.526,11.22,9.581,3.073
